Feedstock_flow_x,Chemical,Feedstock,Long name,Feedstock_flow_y,percent
0.0,Acetone,Benzene,Conventional benzene conversion to acetone,1.33337620707164,0.0
0.0,Benzene,Woody biomass,Biomass pyrolysis to benzene,20.122207483441404,0.0
0.0,Benzene,Woody biomass,Biomass to benzene via syngas and MTA,20.122207483441404,0.0
2.77455445196832e-15,Benzene,Polyolefins,Plastic to benzene via syngas and MTA,20.122207483441404,1.3788519247957786e-14
0.0,Benzene,Carbon dioxide,CO2 to benzene via syngas and MTA,20.122207483441404,0.0
0.0,Benzene,Carbon dioxide,CO2 to benzene via thermochem and MTA,20.122207483441404,0.0
0.0,Benzene,Carbon dioxide,CO2 to benzene via electrochem and MTA,20.122207483441404,0.0
0.0,Ethylene,Woody biomass,Biomass pyrolysis to ethylene,168.16691498477562,0.0
0.0,Ethylene,Carbon dioxide,CO2 to ethylene via thermochem and methanol-to-olefins,168.16691498477562,0.0
131.813482198493,Ethylene,Woody biomass,Biomass to ethylene via syngas and methanol-to-olefins,168.16691498477562,78.38252976837107
0.0,Ethylene,Carbon dioxide,CO2 to ethylene via syngas and methanol-to-olefins,168.16691498477562,0.0
0.0,Ethylene,Carbon dioxide,CO2 to ethylene via electrochem and methanol-to-olefins,168.16691498477562,0.0
0.0,Phenol,Benzene,Conventional benzene conversion to phenol,0.811516480236,0.0
131.813482198493,Propylene,Woody biomass,Biomass to propylene via syngas and methanol-to-olefins,138.52716279704848,95.153527681505
0.0,Propylene,Carbon dioxide,CO2 to propylene via syngas and methanol-to-olefins,138.52716279704848,0.0
0.0,Propylene,Carbon dioxide,CO2 to propylene via thermochem and methanol-to-olefins,138.52716279704848,0.0
0.0,Propylene,Woody biomass,Biomass pyrolysis to propylene,138.52716279704848,0.0
0.0,Propylene,Carbon dioxide,CO2 to propylene via electrochem and methanol-to-olefins,138.52716279704848,0.0
0.0,Toluene,Woody biomass,Biomass pyrolysis to toluene,14.039333098674504,0.0
0.0,Toluene,Woody biomass,Biomass to toluene via syngas and MTA,14.039333098674504,0.0
2.77455445196832e-15,Toluene,Polyolefins,Plastic to toluene via syngas and MTA,14.039333098674504,1.9762722577116387e-14
0.0,Toluene,Carbon dioxide,CO2 to toluene via syngas and MTA,14.039333098674504,0.0
0.0,Toluene,Carbon dioxide,CO2 to toluene via thermochem and MTA,14.039333098674504,0.0
0.0,Toluene,Carbon dioxide,CO2 to toluene via electrochem and MTA,14.039333098674504,0.0
0.0,Xylenes,Woody biomass,Biomass pyrolysis to xylenes,21.539093831719,0.0
0.0,Xylenes,Woody biomass,Biomass to xylenes via syngas and MTA,21.539093831719,0.0
0.0,Xylenes,Polyolefins,Plastic to xylenes via syngas and MTA,21.539093831719,0.0
0.0,Xylenes,Carbon dioxide,CO2 to xylenes via syngas and MTA,21.539093831719,0.0
0.0,Xylenes,Carbon dioxide,CO2 to xylenes via thermochem and MTA,21.539093831719,0.0
0.0,Xylenes,Carbon dioxide,CO2 to xylenes via electrochem and MTA,21.539093831719,0.0
0.0,"1,4-Butanediol",Butadiene,"Conventional 1,4-butanediol production",0.215567678612,0.0
